L 01/23/2023 - 22:18:01: SourceMod log file session started (file "/root/Steam/steamapps/common/Left 4 Dead 2 Dedicated Server/left4dead2/addons/sourcemod/logs/L20230123.log") (Version "1.11.0.6825")
L 01/23/2023 - 22:18:01: [l4d2_playtime_interface.smx] Failed to retrieve response (GetOwnedGames) - HTTPStatus: 0
L 01/23/2023 - 22:18:11: [l4d2_playtime_interface.smx] Failed to retrieve response (GetUserStatsForGame) - HTTPStatus: 0
L 01/23/2023 - 22:18:17: [cannounce.smx] Player emileseb5 <STEAM_1:0:632143659> connected from country China (CN), IP 220.177.69.150
L 01/23/2023 - 22:18:57: [confoglcompmod.smx] [PasswordSystem] Set password on emileseb5, password 
L 01/23/2023 - 22:42:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_clockcorrection_msecs") (value "25")
L 01/23/2023 - 22:42:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sb_all_bot_game") (value "1")
L 01/23/2023 - 22:42:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowupload") (value "0")
L 01/23/2023 - 22:42:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowdownload") (value "0")
L 01/23/2023 - 22:42:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "decalfrequency") (value "1.0")
L 01/23/2023 - 22:42:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mv_maxplayers") (value "12")
L 01/23/2023 - 22:42:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_main_name_path") (value "hostname/hostname.txt")
L 01/23/2023 - 22:42:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format2") (value "{hostname} >> {gamemode} - {difficulty}")
L 01/23/2023 - 22:42:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format3") (value "{hostname}>>")
L 01/23/2023 - 22:42:34: [cannounce.smx] Player emileseb5 <STEAM_1:0:632143659> connected from country China (CN), IP 220.177.69.150
L 01/23/2023 - 22:43:09: [confoglcompmod.smx] [PasswordSystem] Set password on emileseb5, password 
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "confogl_match_execcfg_plugins") (value "generalfixes.cfg;confogl_plugins.cfg;sharedplugins.cfg")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_addons_eclipse") (value "0")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "0")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "50000")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tick_door_speed") (value "1.3")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mv_maxplayers") (value "12")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_autoteambalance") (value "0")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_unlag_fixstuck") (value "1")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "1")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_predict") (value "1")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_cmdrate_difference") (value "0")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec_global") (value "10")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec") (value "3")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_window") (value "10")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_player_stuck_tolerance") (value "5")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_clockcorrection_msecs") (value "25")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sb_all_bot_game") (value "1")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format2") (value "{hostname} >> {gamemode} - {difficulty}")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format3") (value "{hostname} >>")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitrate") (value "2")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "60000")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_maxcleartime") (value "0.0001")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitrate") (value "2")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "60000")
L 01/23/2023 - 22:43:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_maxcleartime") (value "0.0001")
L 01/23/2023 - 22:43:12: -------- Mapchange to c2m1_highway --------
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "50000")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "0")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tick_door_speed") (value "1.3")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_autoteambalance") (value "0")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_unlag_fixstuck") (value "1")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "1")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_predict") (value "1")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_cmdrate_difference") (value "0")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec_global") (value "10")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec") (value "3")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_window") (value "10")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_player_stuck_tolerance") (value "5")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_clockcorrection_msecs") (value "25")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sb_all_bot_game") (value "1")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowupload") (value "0")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowdownload") (value "0")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "decalfrequency") (value "1.0")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mv_maxplayers") (value "12")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_main_name_path") (value "hostname/hostname.txt")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format2") (value "{hostname} >> {gamemode} - {difficulty}")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format3") (value "{hostname}>>")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitrate") (value "2")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "60000")
L 01/23/2023 - 22:43:14: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_maxcleartime") (value "0.0001")
L 01/23/2023 - 22:43:15: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/23/2023 - 22:43:25: [cannounce.smx] Player emileseb5 <STEAM_1:0:632143659> connected from country China (CN), IP 220.177.69.150
L 01/23/2023 - 22:43:32: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/23/2023 - 22:43:34: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/23/2023 - 22:43:54: -------- Mapchange to c8m5_rooftop --------
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "50000")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "0")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tick_door_speed") (value "1.3")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_autoteambalance") (value "0")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_unlag_fixstuck") (value "1")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "1")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_predict") (value "1")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_cmdrate_difference") (value "0")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec_global") (value "10")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec") (value "3")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_window") (value "10")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_player_stuck_tolerance") (value "5")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_clockcorrection_msecs") (value "25")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sb_all_bot_game") (value "1")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowupload") (value "0")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowdownload") (value "0")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "decalfrequency") (value "1.0")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mv_maxplayers") (value "12")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_main_name_path") (value "hostname/hostname.txt")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format2") (value "{hostname} >> {gamemode} - {difficulty}")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format3") (value "{hostname}>>")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitrate") (value "2")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "60000")
L 01/23/2023 - 22:43:56: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_maxcleartime") (value "0.0001")
L 01/23/2023 - 22:43:57: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/23/2023 - 22:44:05: [cannounce.smx] Player emileseb5 <STEAM_1:0:632143659> connected from country China (CN), IP 220.177.69.150
L 01/23/2023 - 22:44:13: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/23/2023 - 22:44:15: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/23/2023 - 22:48:18: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/23/2023 - 22:52:24: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/23/2023 - 22:56:14: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/23/2023 - 22:57:15: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/23/2023 - 23:01:03: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/23/2023 - 23:04:47: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/23/2023 - 23:05:53: -------- Mapchange to c8m5_rooftop --------
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "50000")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "0")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tick_door_speed") (value "1.3")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_autoteambalance") (value "0")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_unlag_fixstuck") (value "1")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "1")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_predict") (value "1")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_cmdrate_difference") (value "0")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec_global") (value "10")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec") (value "3")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_window") (value "10")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_player_stuck_tolerance") (value "5")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_clockcorrection_msecs") (value "25")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sb_all_bot_game") (value "1")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowupload") (value "0")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowdownload") (value "0")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "decalfrequency") (value "1.0")
L 01/23/2023 - 23:05:53: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mv_maxplayers") (value "12")
